Unnamed: 0,raw,label
1086,"Saya tdi tranfer ke sesma link tulisan nya gagal tpi saldo ber kurang, tpi tidak ada data transaksinya itu gimana bosku",-1
1087,O.k bingit....nice app,1
1088,Suka..penggunaannya mudah gak ribet.,1
1089,"Baru instal, pas mau daftar, masukin kode login yg dikirim ke sms kok bisa salah kodenya, padahal udah sama kaya yang di sms kodenya,,, aplikasi gak jelas, uninstall aja lah,,,",-1
1090,"Parah, susah masuk, padahal saldo saya lumayan ,kirim komplan via gmail, ga ada respon",-1
1091,Transaksi pending udah 4 hari pending mulu kalau sampai besok belum kembali saldonya saya laporkan,-1
1092,Bagus sekali,1
1093,Transaksi buat beli pulsa murah banget banyak pilihan sama banyak waktu juga buat nunggu beli lima ribu pending lima jam ððððasik banget nunggu pending bisa buat berak buat makan buat maraton jos bangettt kon tol emang mantep,1
1094,"Bagus si,. cuman mau verifikasi email kok ngga bisa yaa.",1
1095,"maaf saya kasih bintang 1 , karena makin kesini semakin buruk bukan nya tambah bagus",-1
1096,Keren. bug pada User interface sudah diperbaiki,1
1097,Kacau sering gangguan kirim uang gagal terus padahal kirim ke sesama link aja,-1
1098,"Gimana ini,untuk upgrade saja susah sekali,uang saya ada didalamnya,meskipun nggabanyak ya berguna,saya sudah email tapi tidak ada balasan",1
1099,ko gagal terus ferpikasi wajah nya,-1
1100,"Kalo ug belum,lebih baik jangan di download,,aku ajah transaksi pending,,minta di balikin saldonya sampe sekarang blm di balikin sudah hqmpir 24 jam,padahal sudah email tlpn cs tapi ga memuaskan,,padahal tinggal balikin ajah ko susah,,kita sudah betupaya ajah sampe habis pulsa banyak ga ada hasil,,ga tau gimana kali ini linkaja,,aku krcrwa",-1
1101,"Mau daftar baru, langsung force close., 8 gen 1 nih boss., Apa Aplikasi nya kalah canggih dibanding hp gw gt?., ð¤£ð¤£ð¤£., Udah ga usah di bales lah utk developer., Klw mau bales jangan lewat rangkaian kalimat., Tapi lewat rilisan aplikasi baru yg full support ama hp ane., Eh jgn full support deng, tar ga ada damage., ð",-1
1102,"Ga bisa masuk, sms notifikasinya selalu kedaluarsa",-1
1103,"Pengupdetan data diri aja susah link apa nih, klau ngeluarin apk jngan susah bro, najis",-1
1104,Oke,1
1105,Bagus,1
1106,Mantap,1
1107,"Selama saya memakai link aja belum pernah ada kendala, cuma transaksi transfer uang pada jam sebelum jam 5 pagi kadang kadang gak bisa. Trima kasih",1
1108,Lancar banget tanpa gendala,1
1109,parah. tiap transaksi pending pasti balikin saldonya lama. sampe berhari2,-1
1110,Apa guna upgrade full service kalau transfer limit cm 2jt. Mana ini seharian gangguan gk bisa login web.,-1
1111,"Saya punya saldo lumayan banyak diakun dan ingin melakukan penarikan dana tapi kenapa harus verifikasi akun pakai ktp segala sampai nama ibu kandung dan foto wajah, mana gagal mulu",-1
1112,"Sangat membantu sekali, semua pembayaran jd lebih mudah",1
1113,Goodd...ðð,1
1114,Best the bestð¥°,1
1115,"Susahnya kalau akun terblokir, no yg terdaftar sudah hangus tidak bisa di aktifkan lagi... Suruh daftar pakai no baru, pdahal akun lama masih ada saldonyað¥ Saldonya 26rb, tapi buat saya berharga banget salam kondisi sekarang",-1
1116,Mohon di perbaiki ketika masuk susah sering keluar terus padahal sinyal bagus,1
1117,"Aplikasi nggak berguna, pelayanan juga tidak memuaskan, saya melakukan transaksi dari jam 13.21 sampai sekarang jam 16.35 masih pending, saat melaporkan ke admin, malah d suruh menunggu 7x24 jam, aku butuhnya sekarang bukan 7x24 jam lagi, aku minta d batalkan transaksinya malahan di suruh nunggu untuk berkoordinasi, dan prosesnya panjang. SEKALI LAGI, AKU BUTUHNYA SEKARANG, BUKAN 7X24 JAM, APLIKASI NGGAK GUNA, KUKIRA BAGUS TERNYATA ABAL-ABAL",-1
1118,Sangat baik .. tapi limitnya sedikit.,1
1119,"Sudah 2x saldo tiba-tiba kepotong sendiri padahal baru proses pembelian pulsa/data, dan lebih menyedihkannya lagi pulsanya gak keterima. Dulu 1x saya komplain dan saldo telah dikembalikan, yang ke 2x dah males, kejadiannya begini lagi dan males komplainnya, kejadiannya sudah beberapa bulan lalu. Yang akhirnya jadi males topup di app ini",-1
1120,"saldo udah kepotong tapi transaksi gantung service nya apa? komplen via chat ga bisa, email balasan gituÂ² aja kalo saldo ga balik auto report penipuan",-1
1121,Wow,1
1122,Susah masuk,1
1123,Luar biasa bermanfaat.,1
1124,Gajelas,-1
1125,Capek yg nyuruh Poto sampe puluhan x tapi suruh ulang lgi,-1
1126,"Pembayaran pending, tidak cepat tertangani.",-1
1127,Sya terpending smpe skrg blum dikembalikan saldo saya,-1
1128,Kenapa susah banget masuk akun kita yang sudah ada ya tolong bantuannya,-1
1129,"Aplikasi pongkrot,transfer pending,harus nunggu 7 hari kerja",-1
1130,"Apk idiot, yg mau download mending dana aja dari pada kalian emosi, anjay selebew",-1
1131,"Sampah, banyak masalah",-1
1132,Nunggu 1x24 jam ....alhamdllah keluhan di email cepat tanggap uang sudah ada lagi terimakasih LinkAja,1
1133,Luar biasa,1
1134,Aplikasi paling paling parahh,-1
1135,"Verifikasi wajahnya untuk upgrade full service ga sensitif udah ngulang 50 kali masih ga kebaca wajahnya, capek, mau apus aja",1
1136,"Aplikasi seperti direkomendasikan oleh pemerintah untuk mypertamina. Sangat buruk layanannya. Saya blm mengaktifkan tapi pin saya sdh terblokir. Harus reset pin, tapi layanannya ribet, tidak bisa pake email, harus telpon berbayar ke centernya. Belum apa2 sdh nyedot pulsa sampe habis....... TIDAK DIREKOMENDASIKAN.",-1
1137,Lumayan mebantu,1
1138,Ini gimana si feripikasinya gagal mulu uang udah saya isi 200rb ga bisa di pake apa apa? Kecewa data sudah komplit semua balikin woy uangnya,-1
1139,Saya mau upgrade ke versi full tapi terkendala pengambilan foto diri gagal terus dalam pengambilan,-1
1140,Good,1
1141,Ok,1
1142,Kurang bagus,-1
1143,Coba bisa topup nya lewat indomart/Alfamart ga semua orang punya atm tod,-1
1144,Lumayan,1
1145,"Bagus banget aplikasinya, sangat terbantu,dan berguna.terima kasih.",1
1146,"Hp saya hilang berikut no linkaja,cara menggantinya gimana min?",-1
1147,"Luar biasa , transaksi jd mudah",1
1148,"Jadi mempermudah transaksi, gak repot lagi",1
1149,Ma kasih udah menemaniku,1
1150,Vrd,1
1151,"Aplikanya mantap, bisa dipercaya!",1
1152,"Top up sering nyangkut, cs lama apa lagi kalo week end parah",-1
1153,"Kecewa, karena Akun saya tidak bisa diverifikasi",-1
1154,"Jelek layanan, keluhan via email berkas sudah lengkap dapat balasan esoknya masalah sudah selesai, tapi saldo saya tidak sampai ketujuan & tidak direfund pula, auto hilang duit saya",-1
1155,Pengalaman saya menggunakan linkAja untuk sekarang lebih nyaman. Saran saya sih tolong tambahkan metode pembayaran menggunakan sidik jari. Terima kasih,1
1156,Apknya sangat bagus,1
1157,sdh masukan kode otp dg benar sesuai dlm sms tetep aja salah terus piye iki,-1
1158,"Aplikasi nutup terus, dah gtu susah lagi dihubungin ke my pertamina",-1
1159,"Aplikasi ini buruk sekali, untuk tranfer ke bank susah, jdi saldo uang tidak bisa diambil",-1
1160,Minta otp aja lama banget sampe 3x nyoba,-1
1161,"Apk apaan ini di transfer laporan sukses tapi saldo gak masuk"" di saldo link aja . Dan yang di mbanking padahal udah berkurang loh saldonya dan sukses laporan nya. Gimna ni",-1
1162,Okok,1
1163,"ribet tiap masuk aplikasi masih aja ngetik manual no hp, nunggu otp lg",1
1164,"Sejauh Ini,Aplikasi ini bagus",1
1165,Mending ovo dan gopay lebih fleksibel,-1
1166,Sangat baik,1
1167,Sekarang kecewa sering sekali error ini aplikasi,-1
1168,Aplikasi yang menakjubkan,1
1169,Bagussss,1
1170,Eng ok,-1
1171,Oke,1
1172,"Live chat ga ada. Padahal kita lagi genting. Mau ngadu kemana ? Saldo udah kepotong, tp topup saldo tol belum masuk2",-1
1173,Mantaap,1
1174,Aplikasi ini sangat membantu...trma kasih,1
1175,Lengkap dan murah,1
1176,Ok bgt,1
1177,Membantu proses keuangan.,1
1178,Gk bisa masuk......udh d cba 42 x,-1
1179,Ok,1
1180,Good job,1
1181,Ada ksulitan masuk saat menggunakan wifi,1
1182,Nagus,1
1183,Mau upgrade ribet amat....ð¤¬ð¤¬ð¤¬,-1
1184,Njengkelin banget sih di upgrade malah sering gangguan,-1
1185,Mantap,1
1186,Mau verifikasi sulit banget,-1
1187,"Update full service udah mau setahun nggak kelar2 , udah isi saldo malah nggk bisa di tarik . Bener2 kecewa",-1
1188,Mantap,1
1189,Saldo akun saya terblokir dan saya tidak bisa melakukan transaksi transfer ke rekening dan sesama linkaja. Udah melaporkan lewat email tapi tidak di tanggapi sama sekali sangat kecewa sama aplikasi ini,-1
1190,Susah banget bayarnya,1
1191,"Linkaja tidak bisa ganti nomer, hadeh,,,",-1
1192,"Saya berkali-kali verifikasi untuk upgrade gagal terus. Berbelit, tidak seperti aplikasi lain yang memerlukan verifikasi upgrade yang tidak menyulitkan. Khusus buat saya kirim data ke email.? Ada selfie ada foto e-KTP.? Untuk apa aplikasi disediakan.? Menyulitkan.",-1
1193,Sudah byr dari poin halo 3 bln kedepan,1
1194,Gak bisa menonaktifkan linkaja syariah,-1
1195,Sangat membantu.....,1
1196,"Kecewa sih, e wallet pertama yg aku pakai itu dari dulu linkaja, tapi skrg pelayanan nya kurang, udah full service pun masih suka nge-lag, udah update pun masih tetep sama aja, gaada yg berubah.",-1
1197,Ok,1
1198,Udh 2 hari g bisa transaksi knp yaq,1
1199,memudahkan transaksi antar bank,1
1200,"Mau login aja nggak bisa, malah pilih bahasa terus. Mohon segera di perbaiki ya",-1
1201,Koplakk,-1
1202,Mantull,1
1203,Knp ga bisa scan,1
1204,sering eror. payah !!!!,-1
1205,"Sangat bagus, & bermanfaat ð",1
1206,Good,1
1207,Baru download trus aplikasi terdeteksi virus,-1
1208,Mohon bantuan nya pihak linkaja mengapa saya tidak bisa melakukan pembayaran playlater di linkaja mohon bantuan nya ya .soal nya klo sampai jatuh tempo tidak terselesaikan maka biaya denda tidak saya bayar ya bos ku mohon bantuan nya,-1
1209,Belum pernah daftar tapi saat isi kode otp sesuai SMS diblokir dan diinfo sudah salah pasword 3x...payah,-1
1210,Cs nya cacat tolol gak bisa ngasih solusi masalah yg sedang dihadapi,-1
1211,"Udah dua hari upgrade akun, selalu gagal Gimana sih cara kerja link aja, makin ribet, udah saldo gak bisa di tarik. Mau hapus, ada duit gak hapus juga gak ada guna Foto udah jelas, data juga udah bener di masukin, foto wajah juga jelas, koneksi lancar Tetap gagal, mau link aja apa sih? Buat kebijakan itu yg bener lah, syarat ini itu tapi waktu di masukin malah gagal Hapus aja upgrade itu",-1
1212,Susah dan selalu gagal untuk update full servis... mengecewakan Terimakasih,-1
1213,Praktis dan biaya admin gak mahal,1
1214,"Kecewa sih, pengajuan perbaikan akun susah respon itupun harus di telepon, di email lama banget. Uang saya sampai harus ketahan padahal lagi dibutuhin",-1
1215,"Woi, verifikasi full servicenya harus kayak gimana lagi kah !? Susah sangat verifikasi KTP nya Woi, mana gagal mulu Upgradenya makin kacau !!!",-1
1216,Mantap saya suka linkAja,1
1217,Susah amatsih mau vrevikasi wajah aja'dasar linkaja ini bisa gak dipermudah jangan susah begini.coba sih bantuan nya jangan dipersulit biar seperdana ovo dipermudah,1
1218,Mantappp,1
1219,"Mudah, real time dan akurat",1
1220,Plisss deh susah banget bagian verifikasi wajah padahal sudah nurutin sesuai perintah tapi tetep aja ga bisa.,1
1221,Mantap,1
1222,Masih kalah dgn yg lain,-1
1223,Kenapa paylater kok gak muncul lagi,1
1224,Okay,1
1225,Aplikasi bikin emosi aja..,-1
1226,Susah verivikasi,-1
1227,Saldo udah berkurang buat top up e-money tapi saldo e-money nya masih kosong aja ...ð¤¦ââï¸ð¤¦ââï¸,-1
1228,LinkAja mantap..jd mudah segala urusan keuangan,1
1229,Bagus,1
1230,"Verifikasi mau upgrade fullservice aja ribet bener, gopay, shopeepay dan dana pdhl lancar2 aja ini. Terindikasi wajah berbeda dari foto ktp, lu kira gw gk boleh gendut?! Bikin ribet Auto Uninstall, pemaksaan penggunaan juga ini dari pertamina. Dari dulu paling males urusan ama linkaja. Apa2 dipersulit.",-1
1231,"Mending tutup aja nih aplikasi,mau upgrade susah amat",-1
1232,Ok,1
1233,"kode otp nya sangat lama, kesempatan kedua kena blokir padahal baru aja trima kode otp. pelayanan yang sangat buruk, sangat mengecewakan.",-1
1234,Bagus ini,1
1235,"Mau pembayaran beli paket dr mytelkomsel kenapa susah ya? Biasanya langsung otomatis terbuka aplikasi linkajanya ini malah masuk k browser d suruh download dl aplikasinya, Ã bis update malah eror bukan makin bagus",1
1236,urusannya ribet bikin sulit mayarakat,-1
1237,Mannntaaaap smg tetap dg biaya admin yg murah,1
1238,Simple,1
1239,"Dompet digital TERBURUK, Upgrade full servis aja dipersulit pantes aja penggunanya dikit kebutuhan pentingnya aplikasi ini ga seberapa malah daftar nya dipersulit, dompet digital yang lain aja gampang ko di upgrade ke premium/full servis lah ini sok ngerasa Aplikasinya paling bagus di persulit banget",-1
1240,Sekarang bagus.sejauh ini .transaksi saya lancar..kl dulu suka error,1
1241,"Aplikasi gak jelas, update gak bisa uang masuk ketahan. Mending aplikasi sebelah update mudah tanpa harus berkali-kali. Ini lagi dibilang muka beda ama di ktp maunya mirip 100% kah? Kalau pas lagi kurus pas lagi gemuk gak bisa kah buat update? Udah 2 hari lho di coba tetap gak bisa.",-1
1242,"Saya sgt kecewa, Krn tidak bisa membatalkan beli pulsa 50rb, saya juga salah sikit masukan no. Nny, Tapi no. Yg salah kirim itu belum terdaftar, kan bisa di batalkan pengiriman pulsany itu, Jadi saya gunakan aplikasi ini hanya 3 aja Byr listrik PDAM sama WiFi Yg lainy hanya gunakan numpang transfer aja dengan admin 1.000 ITS oke lahð¤",-1
1243,Baik sangat,1
1244,"Good, ayo semakin terus ditingkatkan pelayanannya",1
1245,Puas,1
1246,"Min mohon dibantu, kenapa untuk sambung akun prakerja ke link aja selalu gak respon? Terus untuk verifikasi @mail jugak sama.... @mail masuk tapi di klik gak respon perubahan di akun link aja? Itu juga untuk hub lewat live chat juga tak fungsi menunya.",-1
1247,"Mantap, puas layanan kemudahannya dan semoga kedapannya nanti biaya admin bisa diturunkan lagi agar lebih kompetitif dari app yg lain. Tks",1
1248,"-Cash back tidak di terima, dikarnakan saya mengunakan waktu wita 00.17 tanggal 7.7.22 dan sistem link mengunakan wib 23.17 tanggal 6.7.22 , sedangkan dr pihak resto sudah menyarankan pembayaran via link pada jam wita 00.17 sdh masuk tanggal 7.7.22 . -unt",-1
1249,Bos mohon di cek..saya bertranksaksi antar bank dan link aja setelahnya tranksaksi lagi sessama linkaja tapi gagal. Mohon di cek.,1
1250,Veryy BAD BURUUKKKK SEKALI DAN SANGAT BAGUS IKLANNYA,-1
1251,"Kenapa aku saya di blokir,kenapa reset pin lagi bos,aku saya tidak bisa masuk lagi kenapa yaa",-1
1252,"kecewa, karena help center-nya ribet gak ada sistem report di aplikasinya. terus mau refund transaksi yang gagal udah nunggu 2 minggu masih belum kembali uangnya.",-1
1253,"Kenapa setiap saya upgrade selalu gagal , padahal saya sudah mengisi dengan benar",-1
1254,"Apk yg bgus dan bermnfaat,meski akunku blm premium,tp tlg jgn di persulit tuk meng upgred foto selfinya kk,,krn itu gendalanya sy mu upgred sulit,,jd link aja ku blm jd premium nih,",1
1255,Ok,1
1256,"Di saat penting selalu aja error' terus. Terus guna nya voucher kalo gak bisa di pake buat apa njir ð, minta di hubungi pihak call center nya gak bisa bisa gak kayak dana, link aja makin ribet pokoknya uninstall linkaja ð",-1
1257,Ini aplikasi koq eror terus masuknya. Ino aplikasi tempat nyimpan uang apa ngembat uang nasabah?,-1
1258,"Aplikasi jelekkk,,udah terlanjur diisi saldo mau untuk kirim harus update ke full service,udah mengikuti aturan yang berlaku update gagal terus.!!,,padahal sudah benar data yang saya masukkan,,kecewa banget!!!!",-1
1259,seharusnya bisa login lewat email. ig atau fb,1
1260,Mugo2 manfaat,1
1261,Sangat kecewa !,-1
1262,Sangat membantu dalam melakukan berbagai transaksi keuangan,1
1263,Cepat.mudah. cuman biaya adm msh agak mahal.semoga bs lebih murah lagi,1
1264,Top,1
1265,Makin kesini makin parah aja.. Banyak kendala ada masalah apa sama apk linkaja ini.. Mau ngirim gangguan terus.. Masuk k menu muter muter kayak kipas angin aja.. Kecewa banget semua postingan kecewa.. Tutup aja lh apk klw kyk gini gk bisa d gunakan juga,-1
1266,Baik,1
1267,Okey thanks,1
1268,Sejauh ini bagus dan sangat membantu.,1
1269,"mau upgrade full service aja susah bgt, lebih banyak gagal, data udah bener masih disalahin, parah",-1
1270,Suka,1
1271,SANGAT MEMBANTU SAYA DAN SODARA SAYA YANG MEMBUTUH KAN. SEMOGA LINKAJA MAJU.,1
1272,Terima kasih dengan adanya my Pertamina dan link aja semoga lancar dan barokah semoga mencari duitnya lebih mudah,1
1273,Good,1
1274,Ok bagus sekali untuk saat ini,1
1275,Lagi urgent suruh tunggu beberapa saat buat masuk lagi keterangan 10 menit suruh nungu udh tungu lebih dari 10 menit masih aja di blok beberapa saat:(,-1
1276,"Tinggal di tingkatkan lagi ,",1
1277,Ok,1
1278,Aplikasi taeeekkk mau Upgade ke full service aja susahnya mnta ampun dn proses biuhhh selain lama ribett pula... Semenjak diperbaharui bukannya makin bagus malah kayakkk taeeekkkk...,-1
1279,"Mohon di fasilitasi untuk perubahan nomor hp kak, Soalnya saya mau ganti nomor masa ga bisa",1
1280,"App link is very Good, mudah dan cepat transaksi pembayaran apapun.. Menu fitur terupdate dan menarik,",1
1281,Pancen ððððð LINK AJA,1
1282,Sangat baik,1
1283,"Gimana sih, udah dikasih kode malah kadaluarsa, yang bener napa",-1
1284,mau nyoba pakai link aja . eh mau daftar aja gagal trus ð¤ terpaksa saya unistal lagi. huuuu aplikasi jelek ð untuk sa at ini yang terbaik masih DANA DAN GOPAY teransaksi lebi cepat dan mudah.,-1
1285,Kok pake regestrsi lagi y,1
1286,Lumayan,-1
1287,"Di upgrade ke versi baru malah tidak ada menu tambah favorit transaksi di history, males tiap kali transaksi di tempat yang sama harus ngetik2 lagi. Komplain ke cs cuma suruh clear chace doang...",-1
1288,Hrs di pembaruilg bosku banyak gangguan mau kirim dana nunggunya lama sy udah 2jam mau kirim gagal trus,1
1289,Tidak bisa untuk pembayaran paket dari my telkomsel,1
1290,Kalau untuk E Samsat jabar kenapa belum ada ya ?,1
1291,ï¼¡ï½ï½ï½ï½ï½ï½ï½ ï½ï½ï½ï½ ï½ï½ï½ï½ï½,1
1292,"Saya salah kirim topup ke nomor linkaja yg lama,karena sudah lama lupa pinnya,yg baru link aja yg aktif,mohon pencerahannya min",1
1293,Aplikasi terbaikâ¤ï¸,1
1294,Sangat bagus appnya senang saya,1
1295,Nimer hp saya sudah tidak aktip jadi bagaimana untuk saya menggunakan link aja karna di nomer yg lama saya sudah full servise,1
1296,Kenapa akun saya ke lock,1
1297,Mau daftar saja susah gagal mulu.. tidak memuaskan,-1
1298,Manttaaap,1
1299,Meeh,-1
1300,Link saya keblokir lupa pin mohon bantuanyaðð,1
1301,"Verifikasi foto selfi susah bgt padahal jaringan bagus,hp gk masalah....sudah puluhan kli sy coba sllu gagal... sistem link aja bener2 menyebalkan...",-1
1302,"Saya hanya kasi bintang 1 karena semakin kesina pelayanannya sanggatÂ² buruk bagi saya. Saya suda dari tahun 2017- sekarang menggunakan linkaja dalam bertransaksi pembelian pulsa/paket data & juga token listrik dll. Tapi di awalÂ² tahun baik. Tapi sejak tahun 2022. Banyak transaksi saya di pending tapi saldo saya suda terpotong. Buruk sekali.saya suda rugi banyak, dikompelen melalui @gmail banyak sekali nekoÂ²",-1
1303,"Makin susah beli paket dari my telkomsel ke link aja gabisa langsung ngelink, harus ngisi pulsa ke nmr telkomsel dlu, paketnya dari pulsa bukan dari link aja",-1
1304,"Tlg dibantu dong,link aja sy tdk bisa dipakai topup",1
1305,Saya gak bisa masuk terblokir,1
1306,jadi lebih mudah dengan linkaja,1
1307,"Bermanfaat, saran aja coba bisa kirim yang pake QR code nggak cuma bayar di merchant",1
1308,Pertama kali coba pake untuk isi ulang token PLN status transaksi pending terus padahal saldo sudah terpotong. Mana butuh urgent listrik udah sekarat. Sangat mengecewakan. Mending balik ke OVO aja transaksi lebih cepat dan gak pake ribet. Beli token 50 rb telp cust servisenya kena 15 rb. Niat coba aplikasi dalam negeri malah tekor.,-1
1309,Trimakasih,1
1310,Bantu buka blokiran,-1
1311,"Gelo udah 2x transaksi pembayaran multifinance pending udah 1 bulan ga kelar, bagi yg mau melakukan pembayaran multifinance di jasa LinkAja lebih baik pikirÂ² lgi aja. Trm",-1
1312,ðð,1
1313,Susah buat daftar aja gagal mulu,-1
1314,Sy sdh ada link aja kenapa mau bayar blanja Tsel dipaksa masuk google ini,1
1315,Kenapa tidak bisa nyambung ke Prakerja?,1
1316,Zero,1
1317,Kecewa pengiriman saya Kenapa masih di proses dari semalam,-1
1318,Mantap,1
1319,Apk ada ada aja,-1
1320,kok setiap mau tranfer uang...aplikasinya di tingkatkan terus sih..sampai berjam jam...mending hapus aja klu gini..gk berguna,-1
1321,"Sangat kecewe sekali udah di email berkali kali tapi jawabannya sama , saya udah kirim uang ke rekening bank saya tapi tulisan di aplikasi sedang di proses , sedangkan transfer yang kedua dengan nominal kecil di acc , sedangkan di nominal besar dipending , kek ada unsur penipuan , aplikasi sampah hapus aja aplikasi nih , yang balas email robot",-1
1322,Kok masih eror aja ya,-1
1323,Bagus itu,1
1324,"Fitur lengkap, transaksi lebih cepat",1
1325,Aplikasi mantap untuk transaksi dimanapun dan untuk pembayaran indhihome sangat mudah melalui linkaja bwbas biaya admin..proses cepat dan akurat...thank you linkaja,1
1326,Layanan sedang ditingkatkan terus ga bisa transaksi gitu? Parah emang kecewa,-1
1327,Terbaik,1
1328,"Harga pulsa dan Paketnya mahal mahal.,",-1
1329,"Linkaja bikin bikin susah kalau udah jam 12 gak bisa lagi mengirim ke bank bri ,terus tulisan yg tertera (layanan sedang di tingkatkan coba lagi nanti) Maksudnya apa coba ? Dan saya coba mengirim ke link aja juga tetap batal terus hemhem masa sih kita mau tunggu sampai pagi terus mengirim uang hemm kalau begini aturannya sangat menghambat kita yg bekerja di malam hari",-1
1330,Kenapa tidak bisa isi saldo lewat Alfamartð¤«,-1
1331,Tidak bisa rubah nomor telpon lewat aplikasi langsung.... Tolong UP Date biar bisa langsung bisa ganti nomor telpon lewat aplksi...,-1
1332,Baru intal semoga amanah,1
1333,Aman dan luar biasa,1
1334,"Aneh""aj pun linkaja ini kode verifikasi ga ad pernah dikirim ke no yg tetdaftar klu begini cemana sy mau pakai aplikasi ini bos?logika aja la bos",-1
1335,LinkAja : The Best App,1
1336,Terbaik,1
1337,Mudah d gunakan,1
1338,Udah 400 ribu hilang top up ling brizzi udah komplain ga ada tanggapan,-1
1339,Lebih nyaman dengan adanya link,1
1340,"Hapus aja dr ps ð¡ Baru dftr mskn otp gk bisa,padahal yg dimskn sessuai yg di krm ke sms. Mskn 3x malah di blokir, app apaan ni",-1
1341,Sangat membantu goood,1
1342,"Kalo bikin promo, ya sesuai janjinya. Sudah terlanjur ikut promo, tapi CB gak dapat.",-1
1343,Ok sangat membantu,1
1344,Saya kasih bintang 1. Karena slow respon. Saya top up e-money 100rb rupiah sampai sekrg blm direspon. Apakah dikembalikan atau tidak dikirim email malah ga ada jawaban pasti. Cuma mesin penjawab. Trus ga bisa chat live padahal menunya ada chat live. Saya pakai link aja sudah bertahun2 cukup lama dari pertama linkaja ada. Tapi yg saya dapat seperti ini. Allahuakbar...parah...,-1
1345,Mau upgrade sulitnya minta ampun mau daftarin orang tua selalu gagal pas foto wajah gak pernah berhasil,-1
1346,"Aplikasi tolol di upgrade gak bisa bisa ,susah amat",-1
1347,Mau bayar Tokped kok ga bs ya min pakai linkaja? Yg kebuka halaman webnya saja. Edit: reinstall aplikasi baru mau.,1
1348,Bagong,1
1349,Ok,1
1350,Bagus dan mudah di akses.. mantap,1
1351,Sangat kecewa saya.,-1
1352,Transaksi 2 kali yg pertama gagal dikarenakan kehabisan batre transaksi lagi eh saldo nya ke bayar dua duanya ..hrusnya transaksi gagal saldo tetep utuh kecewa banget,-1
1353,Link aja memang ok..,1
1354,"Kak , akun saya terblokir karena salah pin , terus bagaimana caranya agar kebuka",1
1355,ini kenpa ya saya mau kerim uwang ga bisa tolong ya,-1
1356,"Perusahaan yang gak butuh duit kayanya ini mah, banyak yang kena blokir wkwkwk, kalo gak butuh duit gak usah buat aplikasi",-1
1357,terimakasih sudah di perbaiki aplikasi nya.. semoga tidak ada lagi kendala untuk kedepannya,1
1358,Kop mere,1
1359,Bagus,1
1360,Aga kcewa ya soalnya dlu mudah banget buat transaksi sekarang kadang bisa kadang ngk knpa ya?? Padahal sebelumnya lancar,1
1361,Cepat tanpa kendala,1
1362,Burrrrrriiiilkkkkkkkgak jelasss,-1
1363,Ok,1
1364,ðððð,1
1365,Sama saya jga susah masuk udah ke blokir gara2 pin,-1
1366,Ewallet terburuk. Saldo saya balikin woii...gagal transfer tapi saldo terpotong. Ga beres nih linkaja,-1
1367,"Kok dalam proses terus dan saldo udah terpotong dan hubungi bantuan malah di tanya kayak pendaftaran di bank sampai ke nama ibu kandung, padahal itu kan rahasia, waw jadi takut pakai aplikasi link aja ð¤¦ð¤¦ð¤¦",-1
1368,bagus,-1
1369,"kalian ini aplikasih abal abal atau gimna masa sandi saya sdh bener malah salah,trus akun sya terblokir sya pdhal sdh verifikasi gmail dari dulu ,ini skarng sya mau reset akun harus nelfon, sya sdh h is pulsa 20 rb tpi ga ada yg ngangkat..abal abal..sya ada 20 akun nnti klw tdak di angkat sya hadiakn bntang 1 utk kalian..",-1
1370,"Gak mau pake aplikasi ini lagi,sering banget pembayaran tertunda,dan harus nunggu 3x 24 jamð¥²",-1
1371,"Orang mau pake apk ini buat jualan yg untung malah ruginya jdinya, MOHON YAA BUAT YG PEMBUAT APK INI ATAU APALAH SETERAH. PERBAIKI LAH AJGðð»",-1
1372,kacau,-1
1373,Karena sering pending saldo berkurang tapi deposit tidak kembali. Dan itu sering terjadi sehingga saya sebagai pengguna linkaja merasa dirugikan..,-1
1374,"Tolong la aplikasi link aja.apdate nya jangan di persulit..ambil poto selvi nya ribet..cukup dengan selvi dan senyum kenapa,ini geleng"" kepala sana sini.bikin pusing saya.jadi males daftar link aja,mohon jangan di persulit ya!!! trimakasih!!",-1
1375,Squ asrioktavianus halao mas tampa nama saya siapa gak kenal sama gak usak yang paleng aku puyak usul yang tengah 2 saja kata siapa saja semua orang sudah ngerti kak kucing ngerti semua ngerti kak kak ya mas tampa nama repot oh iku kutan yang paleng ujung rambut sampai ujung kaki dan jalan keluar sech nya biyar laris yg membuat orang nya yg manis dan cantik wes ya okta pamet sallat asriri laporan sama yang ngecet cabe merah putih bendera indonesia merdeka dan berkah pajang umur amin yarabbal al,1
1376,Jelek sekali,-1
1377,Asli lah makin lama makin gak jelas ni apl. Terlalu banyak perubahan dari harga paket dan pulsa.kupon2 bonus yg di kasih tak berguna sama sekali.,-1
1378,Setelah,1
1379,Untuk upgrade susah dg kendala mata sipit,-1
1380,Saya kasih 1 dulu karna saya kurang puas dengan aplikasi ini kalau bisa pas verifikasi wajah nya jangan di persulit karna susah lihat bagi yang mata nya rabun,-1
